Date,Open,High,Low,Close,Adj Close,Volume
2007-09-17,4518.450195,4549.049805,4482.850098,4494.649902,4494.649902,0
2007-09-18,4494.100098,4551.799805,4481.549805,4546.200195,4546.200195,0
2007-09-19,4550.250000,4739.000000,4550.250000,4732.350098,4732.350098,0
2007-09-20,4734.850098,4760.850098,4721.149902,4747.549805,4747.549805,0
2007-09-21,4752.950195,4855.700195,4733.700195,4837.549805,4837.549805,0
2007-09-24,4837.149902,4941.149902,4837.149902,4932.200195,4932.200195,0
2007-09-25,4939.100098,4953.899902,4878.149902,4938.850098,4938.850098,0
2007-09-26,4937.600098,4980.850098,4930.350098,4940.500000,4940.500000,0
2007-09-27,4942.700195,5016.399902,4942.700195,5000.549805,5000.549805,0
2007-09-28,4996.450195,5055.799805,4996.450195,5021.350098,5021.350098,0
2007-10-01,5021.500000,5089.299805,5001.350098,5068.950195,5068.950195,0
2007-10-03,5069.000000,5261.350098,5034.149902,5210.799805,5210.799805,0
2007-10-04,5211.649902,5233.100098,5126.049805,5208.649902,5208.649902,0
2007-10-05,5208.149902,5248.549805,5164.500000,5185.850098,5185.850098,0
2007-10-08,5186.250000,5249.299805,5024.750000,5085.100098,5085.100098,0
2007-10-09,5062.649902,5348.700195,5000.950195,5327.250000,5327.250000,0
2007-10-10,5328.149902,5454.700195,5328.149902,5441.450195,5441.450195,0
2007-10-11,5438.899902,5532.750000,5424.250000,5524.850098,5524.850098,0
2007-10-12,5525.299805,5549.299805,5402.600098,5428.250000,5428.250000,0
2007-10-15,5428.350098,5682.649902,5419.899902,5670.399902,5670.399902,0
2007-10-16,5670.649902,5708.350098,5578.450195,5668.049805,5668.049805,0
2007-10-17,5658.899902,5658.899902,5107.299805,5559.299805,5559.299805,0
2007-10-18,5551.100098,5736.799805,5269.649902,5351.000000,5351.000000,0
2007-10-19,5360.350098,5390.850098,5101.750000,5215.299805,5215.299805,0
2007-10-22,5202.750000,5247.399902,5070.899902,5184.000000,5184.000000,0
2007-10-23,5185.299805,5488.500000,5176.850098,5473.700195,5473.700195,0
2007-10-24,5477.600098,5577.899902,5419.399902,5496.149902,5496.149902,0
2007-10-25,5499.049805,5605.950195,5469.299805,5568.950195,5568.950195,0
2007-10-26,5564.250000,5716.899902,5513.350098,5702.299805,5702.299805,0
2007-10-29,5708.899902,5922.500000,5708.899902,5905.899902,5905.899902,0
2007-10-30,5917.549805,5976.000000,5833.899902,5868.750000,5868.750000,0
2007-10-31,5868.899902,5952.250000,5861.299805,5900.649902,5900.649902,0
2007-11-01,5903.799805,6011.950195,5837.200195,5866.450195,5866.450195,0
2007-11-02,5854.850098,5944.750000,5714.250000,5932.399902,5932.399902,0
2007-11-05,5931.899902,5948.549805,5819.600098,5847.299805,5847.299805,0
2007-11-06,5847.100098,5957.200195,5759.950195,5786.500000,5786.500000,0
2007-11-07,5782.399902,5861.350098,5744.299805,5782.350098,5782.350098,0
2007-11-08,5779.299805,5780.799805,5646.750000,5698.750000,5698.750000,0
2007-11-12,5660.600098,5660.600098,5477.500000,5617.100098,5617.100098,0
2007-11-13,5612.350098,5758.850098,5591.600098,5695.399902,5695.399902,0
2007-11-14,5703.950195,5950.200195,5700.049805,5937.899902,5937.899902,0
2007-11-15,5942.700195,5966.950195,5895.649902,5912.100098,5912.100098,0
2007-11-16,5913.149902,5948.049805,5817.399902,5906.850098,5906.850098,0
2007-11-19,5908.049805,5981.799805,5893.799805,5907.649902,5907.649902,0
2007-11-20,5911.250000,5923.700195,5755.799805,5780.899902,5780.899902,0
2007-11-21,5778.799805,5790.049805,5530.850098,5561.049805,5561.049805,0
2007-11-22,5564.649902,5608.649902,5394.350098,5519.350098,5519.350098,0
2007-11-23,5524.299805,5638.600098,5514.750000,5608.600098,5608.600098,0
2007-11-26,5611.299805,5772.549805,5608.950195,5731.700195,5731.700195,0
2007-11-27,5729.250000,5743.549805,5655.600098,5698.149902,5698.149902,0
2007-11-28,5699.549805,5749.950195,5595.500000,5617.549805,5617.549805,0
2007-11-29,5617.799805,5725.000000,5612.100098,5634.600098,5634.600098,0
2007-11-30,5633.899902,5782.549805,5632.649902,5762.750000,5762.750000,0
2007-12-03,5765.450195,5878.799805,5754.600098,5865.000000,5865.000000,0
2007-12-04,5870.200195,5897.250000,5840.299805,5858.350098,5858.350098,0
2007-12-05,5861.899902,5949.299805,5859.950195,5940.000000,5940.000000,0
2007-12-06,5941.049805,6027.049805,5919.799805,5954.700195,5954.700195,0
2007-12-07,5963.600098,6042.100098,5894.799805,5974.299805,5974.299805,0
2007-12-10,5974.000000,6015.299805,5923.350098,5960.600098,5960.600098,0
2007-12-11,5960.399902,6111.200195,5960.399902,6097.250000,6097.250000,0
